,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,grade,sqft_basement,yr_built,zipcode,lat,long,sqft_living15,sqft_lot15
579,0.01,3.00,1.00,0.08,0.01,1.00,0.00,4.00,6.00,0.00,1965.00,98023.00,47.31,-122.37,0.10,8470.00
580,0.07,3.00,2.50,0.18,0.00,2.00,0.00,3.00,9.00,0.00,2005.00,98065.00,47.54,-121.86,0.48,7320.00
581,0.02,3.00,1.50,0.11,0.01,1.00,0.00,4.00,7.00,0.00,1962.00,98003.00,47.34,-122.31,0.17,8976.00
582,0.09,2.00,2.25,0.13,0.00,1.50,4.00,4.00,7.00,600.00,1941.00,98116.00,47.57,-122.41,0.30,4920.00
583,0.05,4.00,2.25,0.13,0.01,2.00,0.00,3.00,7.00,0.00,1975.00,98034.00,47.73,-122.18,0.29,8155.00
584,0.02,4.00,1.75,0.08,0.00,1.00,0.00,4.00,7.00,340.00,1981.00,98031.00,47.40,-122.18,0.19,7260.00
585,0.03,3.00,1.75,0.09,0.01,1.00,0.00,3.00,7.00,0.00,1985.00,98045.00,47.48,-121.76,0.18,15744.00
586,0.07,3.00,2.50,0.14,0.00,1.50,0.00,3.00,8.00,200.00,1903.00,98122.00,47.60,-122.31,0.30,5120.00
587,0.11,3.00,2.50,0.21,0.01,2.00,0.00,4.00,11.00,0.00,1978.00,98074.00,47.64,-122.06,0.45,12835.00
588,0.04,3.00,2.25,0.13,0.01,2.00,0.00,4.00,8.00,0.00,1985.00,98038.00,47.37,-122.06,0.36,14000.00
589,0.08,3.00,2.00,0.13,0.00,1.50,0.00,5.00,8.00,730.00,1931.00,98144.00,47.59,-122.29,0.26,3900.00
590,0.06,3.00,1.50,0.11,0.13,1.00,,3.00,7.00,820.00,1981.00,98053.00,47.63,-121.97,0.35,165963.00
591,0.02,3.00,1.75,0.11,0.02,1.00,0.00,4.00,7.00,0.00,1966.00,98022.00,47.18,-121.97,0.28,43560.00
592,0.03,3.00,2.50,0.09,0.00,2.00,0.00,3.00,8.00,0.00,2006.00,98055.00,47.45,-122.19,0.21,3049.00
593,0.03,4.00,2.50,0.11,0.00,2.00,0.00,3.00,7.00,0.00,2006.00,98038.00,47.37,-122.02,0.28,3802.00
594,0.04,4.00,2.50,0.11,0.01,2.00,0.00,3.00,7.00,0.00,1996.00,98178.00,47.50,-122.25,0.25,8505.00
595,0.02,3.00,1.75,0.08,0.01,1.00,0.00,3.00,7.00,470.00,1997.00,98168.00,47.49,-122.32,0.14,12012.00
596,0.04,2.00,2.50,0.08,0.00,2.00,0.00,3.00,8.00,0.00,2007.00,98126.00,47.55,-122.37,0.20,2385.00
597,0.07,3.00,2.50,0.23,0.01,2.00,2.00,3.00,9.00,0.00,2004.00,98045.00,47.50,-121.78,0.50,9691.00
598,0.06,4.00,3.00,0.24,0.00,2.00,0.00,3.00,9.00,0.00,1997.00,98023.00,47.28,-122.34,0.42,7995.00
599,0.15,4.00,2.25,0.21,0.01,2.00,0.00,4.00,9.00,0.00,1962.00,98040.00,47.55,-122.22,0.46,15263.00
600,0.06,2.00,1.75,0.10,0.00,1.00,0.00,3.00,8.00,0.00,2004.00,98053.00,47.71,-122.03,0.30,6254.00
601,0.04,4.00,2.00,0.16,0.02,1.00,0.00,3.00,9.00,0.00,1984.00,98092.00,47.31,-122.12,0.37,32186.00
602,0.01,3.00,1.75,0.08,0.01,2.00,0.00,3.00,7.00,0.00,1994.00,98010.00,47.31,-122.00,0.20,10816.00
603,0.05,3.00,1.75,0.08,0.00,1.00,0.00,3.00,7.00,0.00,1980.00,98052.00,47.69,-122.13,0.18,7210.00
604,0.05,3.00,2.25,0.08,0.00,2.00,0.00,3.00,7.00,0.00,1985.00,98029.00,47.57,-122.02,0.20,4490.00
605,0.05,4.00,2.75,0.24,0.01,1.00,0.00,5.00,8.00,1450.00,1966.00,98188.00,47.43,-122.28,0.28,9000.00
606,0.06,2.00,3.00,0.07,0.00,2.00,0.00,3.00,8.00,160.00,2000.00,98103.00,47.66,-122.34,0.15,1800.00
607,0.05,2.00,1.00,0.04,0.00,1.00,0.00,3.00,7.00,0.00,1949.00,98177.00,47.70,-122.37,0.13,6930.00
608,0.02,3.00,2.00,0.10,0.00,1.00,0.00,3.00,7.00,370.00,1990.00,98042.00,47.37,-122.08,0.22,7586.00
609,0.07,4.00,3.50,0.21,0.01,2.00,0.00,3.00,8.00,700.00,1996.00,98028.00,47.75,-122.24,0.31,19400.00
610,0.03,2.00,2.50,0.06,0.00,3.00,0.00,3.00,7.00,0.00,1997.00,98103.00,47.70,-122.35,0.14,1415.00
611,0.08,3.00,2.00,0.11,0.00,1.00,0.00,4.00,8.00,640.00,1925.00,98199.00,47.64,-122.40,0.24,4050.00
612,0.06,3.00,2.50,0.12,0.00,2.00,0.00,4.00,8.00,0.00,1990.00,98029.00,47.57,-122.00,0.31,5085.00
613,0.08,3.00,2.75,0.16,0.00,2.00,0.00,3.00,9.00,0.00,2005.00,98074.00,47.62,-122.02,0.38,6344.00
614,0.02,3.00,1.75,0.07,0.00,1.50,0.00,4.00,7.00,0.00,1988.00,98031.00,47.40,-122.19,0.19,7777.00
615,0.05,3.00,2.25,0.11,0.01,1.00,0.00,3.00,7.00,540.00,1967.00,98125.00,47.72,-122.31,0.24,7515.00
616,0.06,3.00,2.25,0.09,0.01,2.00,0.00,3.00,7.00,0.00,1981.00,98052.00,47.68,-122.11,0.15,10125.00
617,0.05,3.00,2.50,0.11,0.00,2.00,0.00,3.00,8.00,0.00,1988.00,98029.00,47.57,-122.02,0.28,5411.00
618,0.01,3.00,1.00,0.07,0.01,1.00,0.00,3.00,7.00,0.00,1971.00,98045.00,47.45,-121.77,0.17,9650.00
619,0.02,3.00,2.00,0.08,0.00,1.00,0.00,3.00,8.00,0.00,1983.00,98092.00,47.31,-122.18,0.22,7245.00
620,0.02,3.00,2.50,0.12,0.00,2.00,0.00,3.00,7.00,0.00,1989.00,98031.00,47.40,-122.17,0.26,7536.00
621,0.07,3.00,2.50,0.13,0.00,1.00,0.00,3.00,7.00,730.00,1976.00,98116.00,47.57,-122.39,0.26,5750.00
622,0.02,3.00,1.50,0.06,0.01,1.00,0.00,4.00,7.00,0.00,1958.00,98002.00,47.29,-122.21,0.17,10588.00
623,0.07,2.00,1.75,0.11,0.00,1.00,0.00,4.00,7.00,820.00,1927.00,98117.00,47.68,-122.37,0.19,5000.00
624,0.03,3.00,1.00,0.05,0.00,1.00,0.00,4.00,6.00,0.00,1947.00,98133.00,47.71,-122.33,0.18,6860.00
625,0.03,3.00,1.00,0.04,0.00,1.00,0.00,4.00,6.00,140.00,1944.00,98178.00,47.50,-122.24,0.14,6600.00
626,0.06,3.00,2.50,0.10,0.00,3.00,0.00,3.00,9.00,0.00,2014.00,98144.00,47.59,-122.31,0.22,1784.00
627,0.13,3.00,1.75,0.12,0.01,1.00,1.00,4.00,8.00,570.00,1941.00,98115.00,47.68,-122.27,0.41,9375.00
628,0.06,3.00,2.25,0.07,0.00,1.00,0.00,3.00,7.00,280.00,1970.00,98199.00,47.66,-122.40,0.26,4000.00
629,0.05,4.00,2.25,0.22,0.02,2.00,0.00,4.00,9.00,0.00,1983.00,98042.00,47.35,-122.09,0.47,35982.00
630,0.02,3.00,1.00,0.04,0.01,1.00,0.00,5.00,6.00,0.00,1982.00,98022.00,47.20,-122.00,0.12,8610.00
631,0.06,2.00,1.75,0.07,0.00,1.00,0.00,4.00,7.00,370.00,1914.00,98199.00,47.65,-122.40,0.21,6000.00
632,0.05,3.00,1.75,0.13,0.00,1.00,0.00,5.00,7.00,480.00,1968.00,98056.00,47.54,-122.18,0.22,7700.00
633,0.08,3.00,2.50,0.18,0.01,1.00,3.00,3.00,8.00,0.00,1957.00,98028.00,47.76,-122.27,0.34,11782.00
634,0.06,2.00,1.00,0.04,0.00,1.00,0.00,3.00,7.00,120.00,1910.00,98105.00,47.67,-122.33,0.23,4080.00
635,0.04,3.00,1.75,0.05,0.00,1.00,0.00,3.00,7.00,0.00,1977.00,98052.00,47.70,-122.13,0.14,7990.00
636,0.02,3.00,1.00,0.06,0.00,1.00,0.00,4.00,6.00,0.00,1953.00,98002.00,47.32,-122.22,0.14,8316.00
637,0.02,3.00,1.50,0.08,0.01,2.00,0.00,5.00,7.00,0.00,1949.00,98188.00,47.45,-122.28,0.14,8912.00
638,0.03,3.00,2.00,0.13,0.01,1.00,0.00,3.00,8.00,0.00,1993.00,98003.00,47.27,-122.31,0.31,11590.00
639,0.14,3.00,1.50,0.20,0.00,2.00,0.00,5.00,9.00,1000.00,1924.00,98116.00,47.58,-122.39,0.24,5750.00
640,0.04,2.00,2.00,0.07,0.00,1.00,0.00,3.00,7.00,500.00,1963.00,98136.00,47.54,-122.39,0.09,5500.00
641,0.03,4.00,2.50,0.14,0.01,1.00,0.00,3.00,7.00,910.00,1982.00,98001.00,47.34,-122.27,0.20,7802.00
642,0.07,5.00,2.75,0.26,0.00,1.00,0.00,4.00,8.00,1760.00,1978.00,98028.00,47.77,-122.26,0.38,7920.00
643,0.09,3.00,2.50,0.10,0.00,3.00,1.00,3.00,9.00,130.00,2015.00,98116.00,47.58,-122.40,0.19,1352.00
644,0.05,3.00,2.50,0.15,0.00,2.00,0.00,3.00,7.00,0.00,2003.00,98065.00,47.53,-121.85,0.34,4744.00
645,0.02,3.00,1.75,0.11,0.00,1.00,0.00,3.00,7.00,0.00,1987.00,98038.00,47.36,-122.05,0.23,8125.00
646,0.06,3.00,1.75,0.10,0.00,1.50,0.00,3.00,7.00,0.00,1916.00,98136.00,47.53,-122.38,0.22,5100.00
647,0.06,3.00,1.75,0.07,0.00,1.00,0.00,3.00,7.00,450.00,1918.00,98105.00,47.67,-122.31,0.20,2750.00
648,0.01,1.00,1.00,0.04,0.02,1.00,0.00,3.00,6.00,0.00,1939.00,98198.00,47.42,-122.30,0.15,10608.00
649,0.05,4.00,1.00,0.07,0.00,1.50,0.00,3.00,6.00,0.00,1925.00,98146.00,47.50,-122.35,0.13,7649.00
650,0.02,3.00,1.00,0.05,0.00,1.00,0.00,3.00,6.00,0.00,1944.00,98166.00,47.48,-122.35,0.16,8640.00
651,0.06,4.00,1.75,0.13,0.02,1.00,0.00,4.00,8.00,470.00,1976.00,98077.00,47.76,-122.08,0.36,38255.00
652,0.03,3.00,1.00,0.12,0.00,1.00,2.00,3.00,7.00,800.00,1952.00,98118.00,47.52,-122.27,0.28,6900.00
653,0.07,3.00,2.00,0.14,0.00,1.50,0.00,4.00,7.00,770.00,1911.00,98126.00,47.56,-122.38,0.27,6500.00
654,0.03,3.00,2.50,0.08,0.00,2.00,0.00,3.00,7.00,0.00,1999.00,98065.00,47.53,-121.83,0.19,4400.00
655,0.12,3.00,2.50,0.21,0.01,2.00,2.00,3.00,10.00,0.00,1991.00,98052.00,47.66,-122.12,0.45,9812.00
656,0.39,3.00,2.50,0.27,0.03,1.00,4.00,4.00,8.00,1600.00,1957.00,98034.00,47.70,-122.22,0.40,26324.00
657,0.05,3.00,1.00,0.05,0.00,1.00,0.00,3.00,6.00,0.00,1943.00,98105.00,47.67,-122.27,0.15,6000.00
658,0.09,4.00,3.50,0.18,0.00,2.00,0.00,3.00,8.00,800.00,2001.00,98052.00,47.63,-122.11,0.31,3380.00
659,0.11,3.00,1.50,0.07,0.00,1.00,0.00,4.00,7.00,0.00,1953.00,98004.00,47.62,-122.20,0.23,9185.00
660,0.03,3.00,1.75,0.06,0.01,1.00,0.00,3.00,7.00,0.00,1986.00,98045.00,47.48,-121.76,0.13,15625.00
661,0.05,4.00,2.50,0.14,0.01,1.00,0.00,3.00,7.00,700.00,1967.00,98027.00,47.52,-122.05,0.29,11400.00
662,0.05,3.00,2.50,0.10,0.00,2.00,0.00,3.00,7.00,0.00,1969.00,98155.00,47.75,-122.28,0.25,6000.00
663,0.03,3.00,1.50,0.07,0.00,3.00,0.00,3.00,7.00,0.00,2004.00,98125.00,47.71,-122.31,0.16,1232.00
664,0.03,3.00,1.00,0.07,0.01,1.00,0.00,3.00,7.00,0.00,1976.00,98072.00,47.74,-122.11,0.17,11632.00
665,0.03,3.00,1.75,0.07,0.01,1.00,0.00,3.00,7.00,0.00,1986.00,98059.00,47.48,-122.16,0.26,7369.00
666,0.03,3.00,1.50,0.06,0.00,3.00,0.00,3.00,8.00,0.00,2007.00,98133.00,47.70,-122.35,0.14,1422.00
667,0.08,4.00,2.50,0.17,0.00,3.00,0.00,3.00,8.00,0.00,2002.00,98117.00,47.69,-122.38,0.21,4000.00
668,0.03,3.00,1.50,0.12,0.01,1.00,0.00,4.00,8.00,0.00,1959.00,98003.00,47.34,-122.32,0.27,12667.00
669,0.15,4.00,3.25,0.21,0.00,2.00,0.00,5.00,9.00,800.00,1965.00,98105.00,47.66,-122.27,0.31,4000.00
670,0.05,3.00,1.75,0.09,0.00,1.00,0.00,4.00,7.00,690.00,1949.00,98115.00,47.68,-122.29,0.25,5600.00
671,0.05,4.00,2.50,0.10,0.00,1.00,0.00,4.00,7.00,0.00,1940.00,98115.00,47.70,-122.32,0.17,6380.00
672,0.08,4.00,2.75,0.16,0.01,1.00,0.00,5.00,8.00,880.00,1978.00,98006.00,47.54,-122.18,0.34,11211.00
673,0.10,4.00,1.75,0.11,0.00,2.00,3.00,4.00,8.00,0.00,1921.00,98102.00,47.65,-122.32,0.31,4620.00
674,0.04,3.00,1.75,0.11,0.01,1.00,0.00,3.00,8.00,600.00,1968.00,98058.00,47.44,-122.15,0.24,18000.00
675,0.05,3.00,2.25,0.11,0.01,1.00,0.00,3.00,7.00,520.00,1975.00,98034.00,47.71,-122.20,0.32,9579.00
676,0.03,2.00,1.00,0.05,0.00,1.00,0.00,4.00,7.00,0.00,1925.00,98045.00,47.50,-121.79,0.13,7000.00
677,0.01,2.00,1.50,0.06,0.01,1.00,0.00,3.00,6.00,0.00,1924.00,98178.00,47.50,-122.27,0.22,8056.00
678,0.05,3.00,1.00,0.13,0.00,1.00,2.00,3.00,8.00,890.00,1969.00,98136.00,47.53,-122.39,0.25,5300.00
679,0.14,4.00,3.50,0.30,0.01,2.00,0.00,3.00,11.00,0.00,2001.00,98065.00,47.54,-121.87,0.65,13641.00
680,0.02,3.00,2.00,0.08,0.00,1.00,0.00,4.00,7.00,470.00,1981.00,98023.00,47.29,-122.37,0.18,7187.00
681,0.09,4.00,3.00,0.17,0.13,2.00,0.00,3.00,8.00,0.00,1984.00,98053.00,47.69,-122.01,0.52,213444.00
682,0.07,4.00,2.50,0.21,0.00,2.00,0.00,3.00,10.00,0.00,2006.00,98038.00,47.36,-122.00,0.49,7323.00
683,0.04,4.00,3.50,0.15,0.00,2.00,0.00,4.00,7.00,630.00,1995.00,98106.00,47.55,-122.36,0.21,5775.00
684,0.04,4.00,1.00,0.08,0.00,1.50,0.00,3.00,7.00,0.00,1930.00,98115.00,47.69,-122.32,0.12,5413.00
685,0.10,5.00,2.75,0.20,0.00,2.00,0.00,3.00,9.00,0.00,2014.00,98006.00,47.55,-122.18,0.43,6768.00
686,0.03,3.00,2.50,0.18,0.00,2.00,0.00,3.00,8.00,0.00,1990.00,98023.00,47.29,-122.35,0.35,8231.00
687,0.06,4.00,2.50,0.18,0.00,2.00,0.00,3.00,7.00,0.00,2006.00,98065.00,47.54,-121.88,0.40,6216.00
688,0.04,3.00,1.00,0.06,0.00,1.00,0.00,3.00,6.00,0.00,1946.00,98115.00,47.70,-122.30,0.19,8322.00
689,0.04,3.00,1.00,0.09,0.01,1.00,0.00,3.00,7.00,0.00,1967.00,98072.00,47.74,-122.10,0.24,13950.00
690,0.04,3.00,1.75,0.11,0.01,1.00,1.00,3.00,8.00,400.00,1958.00,98055.00,47.49,-122.22,0.30,11964.00
691,0.18,5.00,2.50,0.32,0.01,2.00,0.00,5.00,10.00,0.00,1965.00,98040.00,47.56,-122.22,0.48,13314.00
692,0.04,4.00,2.25,0.16,0.00,2.00,0.00,3.00,8.00,0.00,1983.00,98058.00,47.44,-122.14,0.33,7986.00
693,0.04,2.00,1.00,0.03,0.00,1.00,0.00,3.00,6.00,130.00,1927.00,98115.00,47.70,-122.32,0.14,4343.00
694,0.08,4.00,2.50,0.19,0.01,2.00,0.00,3.00,9.00,0.00,1992.00,98053.00,47.67,-122.03,0.43,34589.00
695,0.02,3.00,2.00,0.08,0.00,1.00,0.00,3.00,7.00,0.00,1985.00,98030.00,47.37,-122.19,0.22,6222.00
696,0.08,5.00,2.50,0.19,0.02,1.00,1.00,5.00,8.00,1220.00,1979.00,98075.00,47.59,-122.08,0.39,21567.00
697,0.02,4.00,1.75,0.10,0.01,1.00,0.00,3.00,7.00,580.00,1977.00,98198.00,47.39,-122.31,0.34,10369.00
698,0.02,3.00,1.75,0.11,0.02,1.00,0.00,3.00,7.00,840.00,1979.00,98042.00,47.37,-122.10,0.16,13475.00
699,0.12,4.00,2.25,0.14,0.01,2.00,0.00,3.00,8.00,0.00,1976.00,98004.00,47.59,-122.20,0.33,11550.00
700,0.09,2.00,1.00,0.08,0.00,1.50,2.00,3.00,5.00,0.00,1905.00,98106.00,47.57,-122.36,0.19,5000.00
701,0.02,2.00,1.00,0.03,0.00,1.00,0.00,3.00,6.00,0.00,1953.00,98118.00,47.52,-122.26,0.13,5304.00
702,0.05,4.00,2.00,0.14,0.01,1.00,0.00,2.00,6.00,450.00,1950.00,98005.00,47.59,-122.18,0.31,12010.00
703,0.05,4.00,2.00,0.08,0.00,1.00,0.00,3.00,7.00,300.00,1900.00,98119.00,47.64,-122.37,0.21,2048.00
704,0.01,2.00,1.00,0.04,0.01,1.00,0.00,3.00,5.00,0.00,1928.00,98188.00,47.47,-122.29,0.17,10000.00
705,0.03,2.00,1.00,0.05,0.00,1.00,2.00,4.00,6.00,0.00,1946.00,98198.00,47.34,-122.33,0.32,4416.00
706,0.05,3.00,1.75,0.09,0.00,1.00,0.00,4.00,7.00,0.00,1984.00,98034.00,47.73,-122.19,0.19,7490.00
707,0.06,4.00,1.75,0.16,0.01,1.00,3.00,3.00,8.00,1020.00,1958.00,98155.00,47.76,-122.27,0.43,10800.00
708,0.03,3.00,1.75,0.09,0.00,1.00,0.00,5.00,6.00,0.00,1967.00,98059.00,47.50,-122.12,0.16,9100.00
709,0.06,3.00,2.50,0.25,0.02,2.00,2.00,4.00,9.00,400.00,1989.00,98022.00,47.24,-121.97,0.40,38312.00
710,0.04,4.00,2.50,0.15,0.00,2.00,0.00,3.00,8.00,0.00,1993.00,98031.00,47.42,-122.18,0.27,6818.00
711,0.02,3.00,1.75,0.08,0.01,1.00,0.00,4.00,7.00,0.00,1981.00,98001.00,47.36,-122.28,0.14,12125.00
712,0.07,4.00,2.50,0.14,0.01,2.00,0.00,3.00,9.00,0.00,1990.00,98074.00,47.63,-122.03,0.35,8799.00
713,0.02,4.00,1.00,0.06,0.00,1.00,0.00,4.00,7.00,0.00,1969.00,98003.00,47.34,-122.32,0.20,7379.00
714,0.04,5.00,1.75,0.09,0.01,1.00,0.00,3.00,7.00,450.00,1961.00,98011.00,47.76,-122.22,0.18,9823.00
715,0.02,4.00,1.75,0.10,0.00,1.00,0.00,5.00,7.00,700.00,1968.00,98032.00,47.37,-122.28,0.24,8960.00
716,0.04,3.00,1.50,0.05,0.00,1.00,0.00,5.00,7.00,0.00,1954.00,98155.00,47.74,-122.31,0.16,8108.00
717,0.05,6.00,2.25,0.17,0.01,2.00,0.00,3.00,7.00,0.00,1937.00,98125.00,47.71,-122.29,0.12,8242.00
718,0.09,6.00,2.25,0.17,0.01,2.00,0.00,3.00,7.00,0.00,1937.00,98125.00,47.71,-122.29,0.12,8242.00
719,0.02,3.00,2.00,0.07,0.01,1.00,0.00,3.00,7.00,0.00,1994.00,98010.00,47.31,-122.00,0.18,9656.00
720,0.03,3.00,2.50,0.10,0.00,2.00,0.00,3.00,7.00,0.00,2002.00,98038.00,47.37,-122.03,0.34,6924.00
721,0.06,2.00,1.00,0.04,0.00,1.00,0.00,5.00,7.00,0.00,1911.00,98103.00,47.69,-122.35,0.16,4080.00
722,0.20,4.00,3.25,0.33,0.03,2.00,0.00,4.00,12.00,0.00,1988.00,98005.00,47.64,-122.16,0.66,41075.00
723,0.07,3.00,2.50,0.13,0.00,2.00,0.00,3.00,8.00,370.00,2007.00,98052.00,47.67,-122.13,0.36,2708.00
724,0.04,5.00,3.00,0.16,0.00,1.00,0.00,3.00,8.00,970.00,2004.00,98178.00,47.49,-122.26,0.22,8000.00
725,0.03,3.00,1.50,0.10,0.01,1.00,0.00,5.00,7.00,520.00,1978.00,98058.00,47.45,-122.16,0.23,8856.00
726,0.02,2.00,1.75,0.08,0.00,1.00,0.00,4.00,8.00,0.00,1978.00,98198.00,47.38,-122.32,0.16,3547.00
727,0.02,2.00,1.00,0.05,0.00,1.00,0.00,3.00,7.00,0.00,1950.00,98126.00,47.53,-122.38,0.15,5900.00
728,0.03,3.00,1.75,0.08,0.00,1.00,0.00,3.00,7.00,340.00,1983.00,98059.00,47.48,-122.16,0.20,7500.00
729,0.12,4.00,2.25,0.29,0.02,2.00,0.00,3.00,11.00,0.00,1989.00,98077.00,47.73,-122.08,0.60,37034.00
730,0.06,3.00,1.75,0.12,0.00,1.00,3.00,5.00,8.00,600.00,1976.00,98055.00,47.49,-122.23,0.35,9796.00
731,0.03,3.00,2.25,0.09,0.01,2.00,0.00,3.00,7.00,0.00,1992.00,98045.00,47.44,-121.76,0.20,11439.00
732,0.04,3.00,2.75,0.13,0.00,2.00,0.00,3.00,8.00,0.00,2012.00,98019.00,47.73,-121.97,0.32,6348.00
733,0.06,3.00,2.00,0.15,0.01,2.00,0.00,4.00,8.00,270.00,1934.00,98155.00,47.76,-122.28,0.28,23900.00
734,0.04,4.00,2.50,0.14,0.00,2.00,0.00,3.00,9.00,0.00,2012.00,98030.00,47.36,-122.20,0.23,3539.00
735,0.04,4.00,2.25,0.13,0.01,2.00,0.00,4.00,8.00,0.00,1986.00,98058.00,47.44,-122.16,0.34,7700.00
736,0.07,3.00,1.00,0.12,0.00,1.00,0.00,4.00,8.00,640.00,1951.00,98117.00,47.70,-122.37,0.19,6816.00
737,0.07,3.00,1.75,0.12,0.00,1.00,0.00,4.00,8.00,660.00,1977.00,98006.00,47.56,-122.13,0.34,8048.00
738,0.16,3.00,3.25,0.23,0.00,2.00,0.00,4.00,9.00,1110.00,1937.00,98105.00,47.66,-122.27,0.46,6435.00
739,0.02,3.00,2.00,0.08,0.01,1.00,0.00,3.00,7.00,0.00,1974.00,98001.00,47.34,-122.27,0.28,8547.00
740,0.04,4.00,2.50,0.14,0.01,2.00,0.00,3.00,8.00,0.00,1997.00,98030.00,47.38,-122.20,0.31,16907.00
741,0.05,2.00,1.75,0.06,0.00,1.00,0.00,3.00,6.00,150.00,1929.00,98117.00,47.70,-122.37,0.13,5441.00
742,0.09,3.00,2.00,0.13,0.04,1.00,0.00,4.00,9.00,0.00,1995.00,98077.00,47.75,-122.06,0.33,54885.00
743,0.03,3.00,1.00,0.06,0.01,1.00,0.00,3.00,7.00,0.00,1967.00,98077.00,47.74,-122.07,0.13,9650.00
744,0.04,3.00,1.00,0.09,0.00,1.00,0.00,3.00,6.00,600.00,1925.00,98117.00,47.69,-122.38,0.09,4000.00
745,0.06,4.00,2.50,0.20,0.00,2.00,0.00,3.00,8.00,0.00,2000.00,98011.00,47.75,-122.20,0.36,6600.00
746,0.08,4.00,1.75,0.12,0.00,1.00,1.00,4.00,7.00,710.00,1963.00,98116.00,47.58,-122.40,0.31,5400.00
747,0.05,3.00,2.50,0.14,0.00,2.00,0.00,3.00,7.00,0.00,2003.00,98028.00,47.78,-122.24,0.28,4395.00
748,0.06,3.00,1.50,0.08,0.00,1.00,3.00,4.00,7.00,180.00,1940.00,98117.00,47.70,-122.39,0.31,6240.00
749,0.05,4.00,1.50,0.09,0.00,1.00,0.00,3.00,7.00,440.00,1970.00,98034.00,47.71,-122.21,0.18,6630.00
750,0.03,3.00,1.00,0.06,0.00,1.00,0.00,3.00,6.00,350.00,1952.00,98155.00,47.74,-122.31,0.13,6908.00
751,0.11,3.00,1.75,0.14,0.00,1.00,4.00,5.00,8.00,1010.00,1960.00,98116.00,47.57,-122.41,0.36,7500.00
752,0.05,3.00,1.00,0.08,0.00,1.00,0.00,5.00,7.00,140.00,1944.00,98108.00,47.56,-122.32,0.17,5520.00
753,0.08,2.00,2.50,0.15,0.00,1.00,0.00,3.00,8.00,0.00,2010.00,98053.00,47.72,-122.02,0.25,6600.00
754,0.10,3.00,1.75,0.08,0.00,1.00,0.00,5.00,7.00,600.00,1911.00,98112.00,47.64,-122.28,0.17,3600.00
755,0.03,3.00,1.75,0.09,0.01,1.00,0.00,3.00,7.00,0.00,1979.00,98023.00,47.33,-122.36,0.30,14960.00
756,0.11,5.00,3.50,0.26,0.01,1.00,2.00,4.00,9.00,1720.00,1981.00,98006.00,47.55,-122.16,0.49,9688.00
757,0.16,2.00,2.25,0.27,0.00,2.00,4.00,3.00,10.00,1040.00,1991.00,98116.00,47.59,-122.38,0.49,4500.00
758,0.10,4.00,2.25,0.15,0.01,1.00,0.00,4.00,9.00,0.00,1964.00,98005.00,47.60,-122.18,0.38,10077.00
759,0.04,5.00,1.50,0.19,0.00,2.50,0.00,4.00,8.00,0.00,1918.00,98118.00,47.51,-122.26,0.19,4000.00
760,0.06,4.00,2.50,0.16,0.01,2.00,0.00,3.00,8.00,0.00,1996.00,98053.00,47.63,-121.97,0.37,33341.00
761,0.04,3.00,2.25,0.06,0.00,2.00,0.00,3.00,8.00,140.00,2008.00,98116.00,47.58,-122.39,0.14,1316.00
762,0.03,3.00,2.00,0.08,0.13,1.00,0.00,3.00,7.00,0.00,1997.00,98019.00,47.76,-121.93,0.32,218222.00
763,0.04,4.00,2.75,0.18,0.00,2.00,0.00,3.00,7.00,0.00,2005.00,98038.00,47.36,-122.04,0.32,4924.00
764,0.04,3.00,2.75,0.15,0.00,1.00,0.00,5.00,7.00,780.00,1983.00,98056.00,47.50,-122.17,0.26,7939.00
765,0.06,3.00,2.25,0.13,0.02,2.00,0.00,3.00,8.00,0.00,1984.00,98074.00,47.62,-122.06,0.30,34500.00
766,0.10,4.00,2.25,0.16,0.01,1.00,0.00,4.00,8.00,1200.00,1961.00,98004.00,47.61,-122.20,0.34,9864.00
767,0.02,3.00,1.75,0.06,0.01,1.00,0.00,5.00,7.00,0.00,1984.00,98042.00,47.36,-122.08,0.17,7799.00
768,0.09,4.00,2.50,0.16,0.00,1.00,0.00,5.00,8.00,960.00,1965.00,98115.00,47.68,-122.29,0.31,6099.00
769,0.04,3.00,2.50,0.21,0.01,2.00,0.00,3.00,10.00,810.00,1995.00,98023.00,47.34,-122.34,0.44,13125.00
770,0.05,4.00,2.50,0.17,0.00,2.00,0.00,3.00,8.00,0.00,1987.00,98058.00,47.46,-122.15,0.32,8700.00
771,0.03,3.00,1.50,0.06,0.00,1.00,0.00,4.00,7.00,0.00,1961.00,98056.00,47.51,-122.19,0.16,7356.00
772,0.05,5.00,2.00,0.12,0.00,1.50,0.00,3.00,7.00,0.00,1957.00,98177.00,47.78,-122.38,0.27,8724.00
773,0.05,2.00,2.00,0.06,0.00,1.50,0.00,3.00,7.00,0.00,1912.00,98117.00,47.68,-122.36,0.17,4000.00
774,0.04,3.00,1.00,0.06,0.01,1.00,0.00,4.00,7.00,0.00,1955.00,98006.00,47.58,-122.14,0.17,9950.00
775,0.04,3.00,2.25,0.12,0.00,1.00,0.00,4.00,8.00,1000.00,1963.00,98008.00,47.62,-122.11,0.29,8250.00
776,0.03,3.00,2.50,0.12,0.00,2.00,0.00,3.00,8.00,160.00,2002.00,98168.00,47.48,-122.28,0.26,7409.00
